date;store;item;sales
11.07.2017;6;7;65
12.07.2017;6;7;62
13.07.2017;6;7;58
14.07.2017;6;7;76
15.07.2017;6;7;70
16.07.2017;6;7;82
17.07.2017;6;7;48
18.07.2017;6;7;51
19.07.2017;6;7;45
20.07.2017;6;7;68
21.07.2017;6;7;69
22.07.2017;6;7;75
23.07.2017;6;7;87
24.07.2017;6;7;46
25.07.2017;6;7;62
26.07.2017;6;7;59
27.07.2017;6;7;63
28.07.2017;6;7;49
29.07.2017;6;7;80
30.07.2017;6;7;87
31.07.2017;6;7;70
1.08.2017;6;7;40
2.08.2017;6;7;52
3.08.2017;6;7;48
4.08.2017;6;7;59
5.08.2017;6;7;61
6.08.2017;6;7;63
7.08.2017;6;7;48
8.08.2017;6;7;55
9.08.2017;6;7;53
10.08.2017;6;7;65
11.08.2017;6;7;58
12.08.2017;6;7;51
13.08.2017;6;7;70
14.08.2017;6;7;65
15.08.2017;6;7;57
16.08.2017;6;7;60
17.08.2017;6;7;52
18.08.2017;6;7;63
19.08.2017;6;7;57
20.08.2017;6;7;78
21.08.2017;6;7;43
22.08.2017;6;7;53
23.08.2017;6;7;47
24.08.2017;6;7;56
25.08.2017;6;7;66
26.08.2017;6;7;60
27.08.2017;6;7;65
28.08.2017;6;7;50
29.08.2017;6;7;54
30.08.2017;6;7;53
31.08.2017;6;7;53
1.09.2017;6;7;61
2.09.2017;6;7;60
3.09.2017;6;7;67
4.09.2017;6;7;34
5.09.2017;6;7;48
6.09.2017;6;7;45
7.09.2017;6;7;55
8.09.2017;6;7;61
9.09.2017;6;7;60
10.09.2017;6;7;53
11.09.2017;6;7;42
12.09.2017;6;7;51
13.09.2017;6;7;46
14.09.2017;6;7;46
15.09.2017;6;7;43
16.09.2017;6;7;53
17.09.2017;6;7;57
18.09.2017;6;7;44
19.09.2017;6;7;55
20.09.2017;6;7;47
21.09.2017;6;7;45
22.09.2017;6;7;52
23.09.2017;6;7;73
24.09.2017;6;7;61
25.09.2017;6;7;53
26.09.2017;6;7;53
27.09.2017;6;7;33
28.09.2017;6;7;63
29.09.2017;6;7;48
30.09.2017;6;7;56
1.10.2017;6;7;60
2.10.2017;6;7;49
3.10.2017;6;7;54
4.10.2017;6;7;46
5.10.2017;6;7;47
6.10.2017;6;7;58
7.10.2017;6;7;50
8.10.2017;6;7;58
9.10.2017;6;7;40
10.10.2017;6;7;50
11.10.2017;6;7;44
12.10.2017;6;7;62
13.10.2017;6;7;56
14.10.2017;6;7;64
15.10.2017;6;7;70
16.10.2017;6;7;43
17.10.2017;6;7;58
18.10.2017;6;7;46
19.10.2017;6;7;49
20.10.2017;6;7;49
21.10.2017;6;7;55
22.10.2017;6;7;53
23.10.2017;6;7;36
24.10.2017;6;7;45
25.10.2017;6;7;41
26.10.2017;6;7;52
27.10.2017;6;7;47
28.10.2017;6;7;50
29.10.2017;6;7;38
30.10.2017;6;7;29
31.10.2017;6;7;41
1.11.2017;6;7;49
2.11.2017;6;7;52
3.11.2017;6;7;55
4.11.2017;6;7;45
5.11.2017;6;7;56
6.11.2017;6;7;47
7.11.2017;6;7;36
8.11.2017;6;7;51
9.11.2017;6;7;49
10.11.2017;6;7;67
11.11.2017;6;7;67
12.11.2017;6;7;57
13.11.2017;6;7;46
14.11.2017;6;7;48
15.11.2017;6;7;52
16.11.2017;6;7;56
17.11.2017;6;7;62
18.11.2017;6;7;57
19.11.2017;6;7;66
20.11.2017;6;7;33
21.11.2017;6;7;43
22.11.2017;6;7;50
23.11.2017;6;7;62
24.11.2017;6;7;53
25.11.2017;6;7;47
26.11.2017;6;7;52
27.11.2017;6;7;32
28.11.2017;6;7;39
29.11.2017;6;7;43
30.11.2017;6;7;56
1.12.2017;6;7;32
2.12.2017;6;7;33
3.12.2017;6;7;51
4.12.2017;6;7;27
5.12.2017;6;7;26
6.12.2017;6;7;36
7.12.2017;6;7;30
8.12.2017;6;7;42
9.12.2017;6;7;65
10.12.2017;6;7;45
11.12.2017;6;7;25
12.12.2017;6;7;34
13.12.2017;6;7;31
14.12.2017;6;7;37
15.12.2017;6;7;33
16.12.2017;6;7;49
17.12.2017;6;7;36
18.12.2017;6;7;36
19.12.2017;6;7;40
20.12.2017;6;7;35
21.12.2017;6;7;43
22.12.2017;6;7;37
23.12.2017;6;7;35
24.12.2017;6;7;47
25.12.2017;6;7;19
26.12.2017;6;7;33
27.12.2017;6;7;25
28.12.2017;6;7;32
29.12.2017;6;7;45
30.12.2017;6;7;46
31.12.2017;6;7;57
1.01.2013;7;7;21
2.01.2013;7;7;23
3.01.2013;7;7;25
4.01.2013;7;7;26
5.01.2013;7;7;26
6.01.2013;7;7;26
7.01.2013;7;7;20
8.01.2013;7;7;22
9.01.2013;7;7;23
10.01.2013;7;7;12
11.01.2013;7;7;20
12.01.2013;7;7;27
13.01.2013;7;7;22
14.01.2013;7;7;20
15.01.2013;7;7;24
16.01.2013;7;7;24
17.01.2013;7;7;26
18.01.2013;7;7;21
19.01.2013;7;7;24
20.01.2013;7;7;36
21.01.2013;7;7;15
22.01.2013;7;7;19
23.01.2013;7;7;31
24.01.2013;7;7;20
25.01.2013;7;7;19
26.01.2013;7;7;14
27.01.2013;7;7;29
28.01.2013;7;7;17
29.01.2013;7;7;19
30.01.2013;7;7;25
31.01.2013;7;7;23
1.02.2013;7;7;23
2.02.2013;7;7;33
3.02.2013;7;7;34
4.02.2013;7;7;16
5.02.2013;7;7;29
6.02.2013;7;7;25
7.02.2013;7;7;23
8.02.2013;7;7;27
9.02.2013;7;7;18
10.02.2013;7;7;23
11.02.2013;7;7;25
12.02.2013;7;7;19
13.02.2013;7;7;27
14.02.2013;7;7;22
15.02.2013;7;7;30
16.02.2013;7;7;28
17.02.2013;7;7;39
18.02.2013;7;7;27
19.02.2013;7;7;20
20.02.2013;7;7;25
21.02.2013;7;7;30
22.02.2013;7;7;27
23.02.2013;7;7;20
24.02.2013;7;7;34
25.02.2013;7;7;25
26.02.2013;7;7;26
27.02.2013;7;7;25
28.02.2013;7;7;26
1.03.2013;7;7;25
2.03.2013;7;7;35
3.03.2013;7;7;41
4.03.2013;7;7;25
5.03.2013;7;7;23
6.03.2013;7;7;27
7.03.2013;7;7;31
8.03.2013;7;7;45
9.03.2013;7;7;40
10.03.2013;7;7;39
11.03.2013;7;7;34
12.03.2013;7;7;37
13.03.2013;7;7;28
14.03.2013;7;7;31
15.03.2013;7;7;35
16.03.2013;7;7;29
17.03.2013;7;7;36
18.03.2013;7;7;28
19.03.2013;7;7;24
20.03.2013;7;7;30
21.03.2013;7;7;29
22.03.2013;7;7;30
23.03.2013;7;7;29
24.03.2013;7;7;45
25.03.2013;7;7;27
26.03.2013;7;7;38
27.03.2013;7;7;28
28.03.2013;7;7;40
29.03.2013;7;7;34
30.03.2013;7;7;30
31.03.2013;7;7;39
1.04.2013;7;7;20
2.04.2013;7;7;41
3.04.2013;7;7;33
4.04.2013;7;7;41
5.04.2013;7;7;32
6.04.2013;7;7;43
7.04.2013;7;7;53
8.04.2013;7;7;42
9.04.2013;7;7;25
10.04.2013;7;7;28
11.04.2013;7;7;38
12.04.2013;7;7;37
13.04.2013;7;7;37
14.04.2013;7;7;43
15.04.2013;7;7;29
16.04.2013;7;7;36
17.04.2013;7;7;27
18.04.2013;7;7;41
19.04.2013;7;7;36
20.04.2013;7;7;42
21.04.2013;7;7;40
22.04.2013;7;7;19
23.04.2013;7;7;44
24.04.2013;7;7;32
25.04.2013;7;7;32
26.04.2013;7;7;46
27.04.2013;7;7;34
28.04.2013;7;7;33
29.04.2013;7;7;20
30.04.2013;7;7;40
1.05.2013;7;7;33
2.05.2013;7;7;36
3.05.2013;7;7;33
4.05.2013;7;7;37
5.05.2013;7;7;46
6.05.2013;7;7;29
7.05.2013;7;7;30
8.05.2013;7;7;28
9.05.2013;7;7;42
10.05.2013;7;7;40
11.05.2013;7;7;40
12.05.2013;7;7;36
13.05.2013;7;7;27
14.05.2013;7;7;35
15.05.2013;7;7;34
16.05.2013;7;7;42
17.05.2013;7;7;34
18.05.2013;7;7;35
19.05.2013;7;7;47
20.05.2013;7;7;29
21.05.2013;7;7;39
22.05.2013;7;7;38
23.05.2013;7;7;33
24.05.2013;7;7;37
25.05.2013;7;7;34
26.05.2013;7;7;41
27.05.2013;7;7;37
28.05.2013;7;7;48
29.05.2013;7;7;31
30.05.2013;7;7;44
31.05.2013;7;7;39
1.06.2013;7;7;44
2.06.2013;7;7;46
3.06.2013;7;7;41
4.06.2013;7;7;22
5.06.2013;7;7;43
6.06.2013;7;7;48
7.06.2013;7;7;48
8.06.2013;7;7;45
9.06.2013;7;7;50
10.06.2013;7;7;27
11.06.2013;7;7;35
12.06.2013;7;7;32
13.06.2013;7;7;36
14.06.2013;7;7;42
15.06.2013;7;7;35
16.06.2013;7;7;47
17.06.2013;7;7;31
18.06.2013;7;7;42
19.06.2013;7;7;46
20.06.2013;7;7;35
21.06.2013;7;7;34
22.06.2013;7;7;42
23.06.2013;7;7;52
24.06.2013;7;7;30
25.06.2013;7;7;42
26.06.2013;7;7;25
27.06.2013;7;7;44
28.06.2013;7;7;37
29.06.2013;7;7;40
30.06.2013;7;7;51
1.07.2013;7;7;48
2.07.2013;7;7;27
3.07.2013;7;7;47
4.07.2013;7;7;41
5.07.2013;7;7;42
6.07.2013;7;7;46
7.07.2013;7;7;52
8.07.2013;7;7;34
9.07.2013;7;7;29
10.07.2013;7;7;23
11.07.2013;7;7;39
12.07.2013;7;7;43
13.07.2013;7;7;50
14.07.2013;7;7;57
15.07.2013;7;7;36
16.07.2013;7;7;34
17.07.2013;7;7;24
18.07.2013;7;7;51
19.07.2013;7;7;36
20.07.2013;7;7;57
21.07.2013;7;7;46
22.07.2013;7;7;39
23.07.2013;7;7;44
24.07.2013;7;7;38
25.07.2013;7;7;38
26.07.2013;7;7;38
27.07.2013;7;7;54
28.07.2013;7;7;53
29.07.2013;7;7;28
30.07.2013;7;7;38
31.07.2013;7;7;45
1.08.2013;7;7;39
2.08.2013;7;7;32
3.08.2013;7;7;42
4.08.2013;7;7;39
5.08.2013;7;7;33
6.08.2013;7;7;22
7.08.2013;7;7;24
8.08.2013;7;7;39
9.08.2013;7;7;41
10.08.2013;7;7;51
11.08.2013;7;7;55
12.08.2013;7;7;32
13.08.2013;7;7;43
14.08.2013;7;7;38
15.08.2013;7;7;31
16.08.2013;7;7;31
17.08.2013;7;7;49
18.08.2013;7;7;46
19.08.2013;7;7;31
20.08.2013;7;7;28
21.08.2013;7;7;34
22.08.2013;7;7;48
23.08.2013;7;7;41
24.08.2013;7;7;38
25.08.2013;7;7;37
26.08.2013;7;7;35
27.08.2013;7;7;39
28.08.2013;7;7;31
29.08.2013;7;7;41
30.08.2013;7;7;41
31.08.2013;7;7;46
1.09.2013;7;7;49
2.09.2013;7;7;32
3.09.2013;7;7;37
4.09.2013;7;7;44
5.09.2013;7;7;35
6.09.2013;7;7;40
7.09.2013;7;7;39
8.09.2013;7;7;49
9.09.2013;7;7;27
10.09.2013;7;7;49
11.09.2013;7;7;34
12.09.2013;7;7;33
13.09.2013;7;7;39
14.09.2013;7;7;36
15.09.2013;7;7;53
16.09.2013;7;7;22
17.09.2013;7;7;28
18.09.2013;7;7;32
19.09.2013;7;7;39
20.09.2013;7;7;38
21.09.2013;7;7;38
22.09.2013;7;7;55
23.09.2013;7;7;22
24.09.2013;7;7;28
25.09.2013;7;7;31
26.09.2013;7;7;31
27.09.2013;7;7;40
28.09.2013;7;7;42
29.09.2013;7;7;28
30.09.2013;7;7;26
1.10.2013;7;7;38
2.10.2013;7;7;36
3.10.2013;7;7;32
4.10.2013;7;7;46
5.10.2013;7;7;43
6.10.2013;7;7;47
7.10.2013;7;7;28
8.10.2013;7;7;35
9.10.2013;7;7;31
10.10.2013;7;7;35
11.10.2013;7;7;44
12.10.2013;7;7;55
13.10.2013;7;7;51
14.10.2013;7;7;33
15.10.2013;7;7;34
16.10.2013;7;7;31
17.10.2013;7;7;32
18.10.2013;7;7;34
19.10.2013;7;7;44
20.10.2013;7;7;31
21.10.2013;7;7;20
22.10.2013;7;7;36
23.10.2013;7;7;32
24.10.2013;7;7;31
25.10.2013;7;7;39
26.10.2013;7;7;36
27.10.2013;7;7;44
28.10.2013;7;7;29
29.10.2013;7;7;46
30.10.2013;7;7;37
31.10.2013;7;7;34
1.11.2013;7;7;33
2.11.2013;7;7;41
3.11.2013;7;7;44
4.11.2013;7;7;31
5.11.2013;7;7;31
6.11.2013;7;7;32
7.11.2013;7;7;29
8.11.2013;7;7;35
9.11.2013;7;7;32
10.11.2013;7;7;35
11.11.2013;7;7;31
12.11.2013;7;7;31
13.11.2013;7;7;40
14.11.2013;7;7;32
15.11.2013;7;7;46
16.11.2013;7;7;41
17.11.2013;7;7;41
18.11.2013;7;7;16
19.11.2013;7;7;34
20.11.2013;7;7;38
21.11.2013;7;7;26
22.11.2013;7;7;32
23.11.2013;7;7;29
24.11.2013;7;7;37
25.11.2013;7;7;32
26.11.2013;7;7;22
27.11.2013;7;7;29
28.11.2013;7;7;28
29.11.2013;7;7;40
30.11.2013;7;7;40
1.12.2013;7;7;19
2.12.2013;7;7;20
3.12.2013;7;7;22
4.12.2013;7;7;30
5.12.2013;7;7;36
6.12.2013;7;7;32
7.12.2013;7;7;23
8.12.2013;7;7;30
9.12.2013;7;7;18
10.12.2013;7;7;19
11.12.2013;7;7;19
12.12.2013;7;7;34
13.12.2013;7;7;20
14.12.2013;7;7;20
15.12.2013;7;7;34
16.12.2013;7;7;12
17.12.2013;7;7;22
18.12.2013;7;7;32
19.12.2013;7;7;24
20.12.2013;7;7;32
21.12.2013;7;7;23
22.12.2013;7;7;31
23.12.2013;7;7;20
24.12.2013;7;7;26
25.12.2013;7;7;14
26.12.2013;7;7;29
27.12.2013;7;7;19
28.12.2013;7;7;32
29.12.2013;7;7;36
30.12.2013;7;7;25
31.12.2013;7;7;19
1.01.2014;7;7;23
2.01.2014;7;7;33
3.01.2014;7;7;41
4.01.2014;7;7;36
5.01.2014;7;7;21
6.01.2014;7;7;22
7.01.2014;7;7;27
8.01.2014;7;7;23
9.01.2014;7;7;29
10.01.2014;7;7;39
11.01.2014;7;7;26
12.01.2014;7;7;24
13.01.2014;7;7;18
14.01.2014;7;7;25
15.01.2014;7;7;30
16.01.2014;7;7;27
17.01.2014;7;7;23
18.01.2014;7;7;27
19.01.2014;7;7;30
20.01.2014;7;7;21
21.01.2014;7;7;14
22.01.2014;7;7;25
23.01.2014;7;7;19
24.01.2014;7;7;24
25.01.2014;7;7;41
26.01.2014;7;7;33
27.01.2014;7;7;17
28.01.2014;7;7;27
29.01.2014;7;7;19
30.01.2014;7;7;31
31.01.2014;7;7;30
1.02.2014;7;7;38
2.02.2014;7;7;29
3.02.2014;7;7;14
4.02.2014;7;7;29
5.02.2014;7;7;22
6.02.2014;7;7;31
7.02.2014;7;7;21
8.02.2014;7;7;39
9.02.2014;7;7;32
10.02.2014;7;7;24
11.02.2014;7;7;17
12.02.2014;7;7;27
13.02.2014;7;7;31
14.02.2014;7;7;35
15.02.2014;7;7;22
16.02.2014;7;7;41
17.02.2014;7;7;20
18.02.2014;7;7;19
19.02.2014;7;7;28
20.02.2014;7;7;28
21.02.2014;7;7;28
22.02.2014;7;7;15
23.02.2014;7;7;27
24.02.2014;7;7;23
25.02.2014;7;7;26
26.02.2014;7;7;28
27.02.2014;7;7;19
28.02.2014;7;7;35
1.03.2014;7;7;53
2.03.2014;7;7;42
3.03.2014;7;7;29
4.03.2014;7;7;35
5.03.2014;7;7;41
6.03.2014;7;7;42
7.03.2014;7;7;35
8.03.2014;7;7;44
9.03.2014;7;7;51
10.03.2014;7;7;30
11.03.2014;7;7;31
12.03.2014;7;7;37
13.03.2014;7;7;34
14.03.2014;7;7;43
15.03.2014;7;7;55
16.03.2014;7;7;33
17.03.2014;7;7;31
18.03.2014;7;7;41
19.03.2014;7;7;34
20.03.2014;7;7;36
21.03.2014;7;7;37
22.03.2014;7;7;39
23.03.2014;7;7;34
24.03.2014;7;7;26
25.03.2014;7;7;29
26.03.2014;7;7;22
27.03.2014;7;7;38
28.03.2014;7;7;34
29.03.2014;7;7;50
30.03.2014;7;7;43
31.03.2014;7;7;34
1.04.2014;7;7;34
2.04.2014;7;7;36
3.04.2014;7;7;34
4.04.2014;7;7;42
5.04.2014;7;7;45
6.04.2014;7;7;54
7.04.2014;7;7;40
8.04.2014;7;7;45
9.04.2014;7;7;37
10.04.2014;7;7;36
11.04.2014;7;7;42
12.04.2014;7;7;52
13.04.2014;7;7;45
14.04.2014;7;7;38
15.04.2014;7;7;39
16.04.2014;7;7;35
17.04.2014;7;7;40
18.04.2014;7;7;46
19.04.2014;7;7;43
20.04.2014;7;7;42
21.04.2014;7;7;23
22.04.2014;7;7;38
23.04.2014;7;7;43
24.04.2014;7;7;39
25.04.2014;7;7;34
26.04.2014;7;7;44
27.04.2014;7;7;45
28.04.2014;7;7;34
29.04.2014;7;7;29
30.04.2014;7;7;40
1.05.2014;7;7;39
2.05.2014;7;7;54
3.05.2014;7;7;51
4.05.2014;7;7;44
5.05.2014;7;7;37
6.05.2014;7;7;36
7.05.2014;7;7;35
8.05.2014;7;7;43
9.05.2014;7;7;48
10.05.2014;7;7;57
11.05.2014;7;7;47
12.05.2014;7;7;38
13.05.2014;7;7;30
14.05.2014;7;7;53
15.05.2014;7;7;46
16.05.2014;7;7;46
17.05.2014;7;7;50
18.05.2014;7;7;48
19.05.2014;7;7;41
20.05.2014;7;7;48
21.05.2014;7;7;31
22.05.2014;7;7;45
23.05.2014;7;7;39
24.05.2014;7;7;45
25.05.2014;7;7;63
26.05.2014;7;7;24
27.05.2014;7;7;32
28.05.2014;7;7;39
29.05.2014;7;7;50
30.05.2014;7;7;52
31.05.2014;7;7;44
1.06.2014;7;7;71
2.06.2014;7;7;40
3.06.2014;7;7;43
4.06.2014;7;7;38
5.06.2014;7;7;42
6.06.2014;7;7;55
7.06.2014;7;7;43
8.06.2014;7;7;53
9.06.2014;7;7;44
10.06.2014;7;7;37
11.06.2014;7;7;46
12.06.2014;7;7;38
13.06.2014;7;7;60
14.06.2014;7;7;52
15.06.2014;7;7;60
16.06.2014;7;7;32
17.06.2014;7;7;41
18.06.2014;7;7;41
19.06.2014;7;7;49
20.06.2014;7;7;61
21.06.2014;7;7;61
22.06.2014;7;7;60
23.06.2014;7;7;36
24.06.2014;7;7;37
25.06.2014;7;7;42
26.06.2014;7;7;45
27.06.2014;7;7;45
28.06.2014;7;7;62
29.06.2014;7;7;57
30.06.2014;7;7;35
1.07.2014;7;7;46
2.07.2014;7;7;40
3.07.2014;7;7;51
4.07.2014;7;7;43
5.07.2014;7;7;65
6.07.2014;7;7;59
7.07.2014;7;7;40
8.07.2014;7;7;40
9.07.2014;7;7;40
10.07.2014;7;7;39
11.07.2014;7;7;50
12.07.2014;7;7;47
13.07.2014;7;7;68
14.07.2014;7;7;33
15.07.2014;7;7;48
16.07.2014;7;7;53
17.07.2014;7;7;41
18.07.2014;7;7;54
19.07.2014;7;7;46
20.07.2014;7;7;77
21.07.2014;7;7;52
22.07.2014;7;7;46
23.07.2014;7;7;48
24.07.2014;7;7;62
25.07.2014;7;7;47
26.07.2014;7;7;77
27.07.2014;7;7;61
28.07.2014;7;7;35
29.07.2014;7;7;37
30.07.2014;7;7;39
31.07.2014;7;7;47
1.08.2014;7;7;41
2.08.2014;7;7;50
3.08.2014;7;7;52
4.08.2014;7;7;39
5.08.2014;7;7;39
6.08.2014;7;7;41
7.08.2014;7;7;44
8.08.2014;7;7;32
9.08.2014;7;7;44
10.08.2014;7;7;60
11.08.2014;7;7;38
12.08.2014;7;7;34
13.08.2014;7;7;34
14.08.2014;7;7;50
15.08.2014;7;7;47
16.08.2014;7;7;46
17.08.2014;7;7;54
18.08.2014;7;7;47
19.08.2014;7;7;47
20.08.2014;7;7;38
21.08.2014;7;7;51
22.08.2014;7;7;56
23.08.2014;7;7;50
24.08.2014;7;7;53
25.08.2014;7;7;38
26.08.2014;7;7;40
27.08.2014;7;7;42
28.08.2014;7;7;44
29.08.2014;7;7;47
30.08.2014;7;7;46
31.08.2014;7;7;70
1.09.2014;7;7;35
2.09.2014;7;7;45
3.09.2014;7;7;48
4.09.2014;7;7;43
5.09.2014;7;7;49
6.09.2014;7;7;37
7.09.2014;7;7;65
8.09.2014;7;7;29
9.09.2014;7;7;49
10.09.2014;7;7;36
11.09.2014;7;7;37
12.09.2014;7;7;37
13.09.2014;7;7;45
14.09.2014;7;7;47
15.09.2014;7;7;25
16.09.2014;7;7;37
17.09.2014;7;7;35
18.09.2014;7;7;36
19.09.2014;7;7;52
20.09.2014;7;7;43
21.09.2014;7;7;49
22.09.2014;7;7;30
23.09.2014;7;7;38
24.09.2014;7;7;38
25.09.2014;7;7;46
26.09.2014;7;7;30
27.09.2014;7;7;42
28.09.2014;7;7;41
29.09.2014;7;7;22
30.09.2014;7;7;41
1.10.2014;7;7;33
2.10.2014;7;7;38
3.10.2014;7;7;32
4.10.2014;7;7;50
5.10.2014;7;7;56
6.10.2014;7;7;21
7.10.2014;7;7;41
8.10.2014;7;7;39
9.10.2014;7;7;36
10.10.2014;7;7;33
11.10.2014;7;7;40
12.10.2014;7;7;44
13.10.2014;7;7;35
14.10.2014;7;7;35
15.10.2014;7;7;32
16.10.2014;7;7;38
17.10.2014;7;7;45
18.10.2014;7;7;48
19.10.2014;7;7;41
20.10.2014;7;7;31
21.10.2014;7;7;33
22.10.2014;7;7;34
23.10.2014;7;7;38
24.10.2014;7;7;55
25.10.2014;7;7;36
26.10.2014;7;7;45
27.10.2014;7;7;40
28.10.2014;7;7;33
29.10.2014;7;7;44
30.10.2014;7;7;52
31.10.2014;7;7;44
1.11.2014;7;7;47
2.11.2014;7;7;41
3.11.2014;7;7;32
4.11.2014;7;7;37
5.11.2014;7;7;29
6.11.2014;7;7;46
7.11.2014;7;7;45
8.11.2014;7;7;49
9.11.2014;7;7;45
10.11.2014;7;7;35
11.11.2014;7;7;45
12.11.2014;7;7;37
13.11.2014;7;7;30
14.11.2014;7;7;36
15.11.2014;7;7;52
16.11.2014;7;7;56
17.11.2014;7;7;33
18.11.2014;7;7;43
19.11.2014;7;7;37
20.11.2014;7;7;51
21.11.2014;7;7;40
22.11.2014;7;7;46
23.11.2014;7;7;55
24.11.2014;7;7;34
25.11.2014;7;7;35
26.11.2014;7;7;43
27.11.2014;7;7;39
28.11.2014;7;7;49
29.11.2014;7;7;44
30.11.2014;7;7;36
1.12.2014;7;7;11
2.12.2014;7;7;31
3.12.2014;7;7;27
4.12.2014;7;7;33
5.12.2014;7;7;32
6.12.2014;7;7;40
7.12.2014;7;7;37
8.12.2014;7;7;23
9.12.2014;7;7;28
10.12.2014;7;7;24
11.12.2014;7;7;30
12.12.2014;7;7;35
13.12.2014;7;7;31
14.12.2014;7;7;41
15.12.2014;7;7;20
16.12.2014;7;7;31
17.12.2014;7;7;26
18.12.2014;7;7;42
19.12.2014;7;7;29
20.12.2014;7;7;36
21.12.2014;7;7;34
22.12.2014;7;7;24
23.12.2014;7;7;28
24.12.2014;7;7;24
25.12.2014;7;7;40
26.12.2014;7;7;30
27.12.2014;7;7;32
28.12.2014;7;7;39
29.12.2014;7;7;22
30.12.2014;7;7;28
31.12.2014;7;7;30
1.01.2015;7;7;30
2.01.2015;7;7;28
3.01.2015;7;7;23
4.01.2015;7;7;30
5.01.2015;7;7;23
6.01.2015;7;7;32
7.01.2015;7;7;23
8.01.2015;7;7;26
9.01.2015;7;7;38
10.01.2015;7;7;21
11.01.2015;7;7;33
12.01.2015;7;7;15
13.01.2015;7;7;29
14.01.2015;7;7;28
15.01.2015;7;7;33
16.01.2015;7;7;20
17.01.2015;7;7;31
18.01.2015;7;7;33
19.01.2015;7;7;25
20.01.2015;7;7;20
21.01.2015;7;7;28
22.01.2015;7;7;20
23.01.2015;7;7;31
24.01.2015;7;7;32
25.01.2015;7;7;39
26.01.2015;7;7;15
27.01.2015;7;7;26
28.01.2015;7;7;26
29.01.2015;7;7;27
30.01.2015;7;7;22
31.01.2015;7;7;24
1.02.2015;7;7;29
2.02.2015;7;7;21
3.02.2015;7;7;16
4.02.2015;7;7;31
5.02.2015;7;7;35
6.02.2015;7;7;30
7.02.2015;7;7;33
8.02.2015;7;7;46
9.02.2015;7;7;25
10.02.2015;7;7;34
11.02.2015;7;7;26
12.02.2015;7;7;29
13.02.2015;7;7;31
14.02.2015;7;7;31
15.02.2015;7;7;37
16.02.2015;7;7;26
17.02.2015;7;7;34
18.02.2015;7;7;28
19.02.2015;7;7;23
20.02.2015;7;7;32
21.02.2015;7;7;36
22.02.2015;7;7;45
23.02.2015;7;7;18
24.02.2015;7;7;45
25.02.2015;7;7;24
26.02.2015;7;7;28
27.02.2015;7;7;27
28.02.2015;7;7;40
1.03.2015;7;7;40
2.03.2015;7;7;30
3.03.2015;7;7;27
4.03.2015;7;7;42
5.03.2015;7;7;34
6.03.2015;7;7;45
7.03.2015;7;7;46
8.03.2015;7;7;49
9.03.2015;7;7;23
10.03.2015;7;7;42
11.03.2015;7;7;33
12.03.2015;7;7;36
13.03.2015;7;7;44
14.03.2015;7;7;50
15.03.2015;7;7;36
16.03.2015;7;7;30
17.03.2015;7;7;35
18.03.2015;7;7;27
19.03.2015;7;7;33
20.03.2015;7;7;33
21.03.2015;7;7;47
22.03.2015;7;7;48
23.03.2015;7;7;26
24.03.2015;7;7;31
25.03.2015;7;7;30
26.03.2015;7;7;35
27.03.2015;7;7;41
28.03.2015;7;7;36
29.03.2015;7;7;44
30.03.2015;7;7;38
31.03.2015;7;7;36
1.04.2015;7;7;34
2.04.2015;7;7;51
3.04.2015;7;7;48
4.04.2015;7;7;45
5.04.2015;7;7;46
6.04.2015;7;7;41
7.04.2015;7;7;38
8.04.2015;7;7;40
9.04.2015;7;7;47
10.04.2015;7;7;39
11.04.2015;7;7;36
12.04.2015;7;7;48
13.04.2015;7;7;37
14.04.2015;7;7;42
15.04.2015;7;7;48
16.04.2015;7;7;32
17.04.2015;7;7;50
18.04.2015;7;7;62
19.04.2015;7;7;56
20.04.2015;7;7;28
21.04.2015;7;7;46
22.04.2015;7;7;35
23.04.2015;7;7;43
24.04.2015;7;7;44
25.04.2015;7;7;49
26.04.2015;7;7;47
27.04.2015;7;7;49
28.04.2015;7;7;44
29.04.2015;7;7;34
30.04.2015;7;7;34
1.05.2015;7;7;43
2.05.2015;7;7;44
3.05.2015;7;7;63
4.05.2015;7;7;36
5.05.2015;7;7;39
6.05.2015;7;7;59
7.05.2015;7;7;45
8.05.2015;7;7;29
9.05.2015;7;7;55
10.05.2015;7;7;56
11.05.2015;7;7;24
12.05.2015;7;7;43
13.05.2015;7;7;36
14.05.2015;7;7;54
15.05.2015;7;7;56
16.05.2015;7;7;53
17.05.2015;7;7;54
18.05.2015;7;7;34
19.05.2015;7;7;48
20.05.2015;7;7;40
21.05.2015;7;7;42
22.05.2015;7;7;53
23.05.2015;7;7;55
24.05.2015;7;7;60
25.05.2015;7;7;34
26.05.2015;7;7;37
27.05.2015;7;7;39
28.05.2015;7;7;54
29.05.2015;7;7;54
30.05.2015;7;7;45
31.05.2015;7;7;60
1.06.2015;7;7;38
2.06.2015;7;7;54
3.06.2015;7;7;39
4.06.2015;7;7;51
5.06.2015;7;7;46
6.06.2015;7;7;57
7.06.2015;7;7;60
8.06.2015;7;7;39
9.06.2015;7;7;36
10.06.2015;7;7;43
11.06.2015;7;7;46
12.06.2015;7;7;40
13.06.2015;7;7;60
14.06.2015;7;7;56
15.06.2015;7;7;35
16.06.2015;7;7;42
17.06.2015;7;7;47
18.06.2015;7;7;51
19.06.2015;7;7;55
20.06.2015;7;7;60
21.06.2015;7;7;48
